State, County, FIPS, Total,,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,,,,,,,,,,,,,,
AK,Yukon-Koyukuk,2290,0.4427146222979,,0.00214634011673918,0,0.00225179385345279,0,0.0115017406674349,0,0.071401810187641,0.352525581155824,0.00288735631680816,,,,,,,,,,,,,,
AZ,Apache,4001,3.24662295056724,,0.00710049794233511,0.000764779264271398,0.00616783969369006,3.0099885101872,0.204444362950381,0,0.0038350860763925,0.00964019427945291,0.00468168017351566,,,,,,,,,,,,,,
AZ,Cochise,4003,1.20964419351011,,0.0131367760298017,0.0116243087319288,0.0256613832108096,0.759937630277715,0.281948460657948,0,0.0286201883364541,0.0719421316121907,0.016773314653267,,,,,,,,,,,,,,
AZ,Coconino,4005,5.6321710464097,,0.0439433575973241,0.0231785119547377,0.0216634960616936,5.06587960228242,0.331677839354767,0,0.035113179462321,0.0882634607503252,0.0224515989461095,,,,,,,,,,,,,,
AZ,Gila,4007,0.13257746793057,,0.00311812337184837,0.0106491513499727,0.0110063494868003,0,0.0770516218334764,0,0.00472555156944772,0.0118785451072819,0.0141481252117427,,,,,,,,,,,,,,
AZ,Graham,4009,0.0647657679911127,,0.0022769833357782,0.00160798264159909,0.00567834744451194,0,0.0438582307052065,0,0.001997622695311,0.00502139260023497,0.00432520856847104,,,,,,,,,,,,,,
AZ,Greenlee,4011,0.0168467244683069,,0.000490050729215067,0.0000899020301569841,0.00189674303112121,0.000025684459597294,0.00781634843942015,0,0.00167635691983799,0.00421383453323818,0.000637804325720022,,,,,,,,,,,,,,
AZ,La Paz,4012,0.137815871877993,,0.00185071579135533,0.00163881270915299,0.00410836349749519,0,0.11643503837293,0,0.00193504229234418,0.00486408827679641,0.00698381093791905,,,,,,,,,,,,,,
AZ,Maricopa,4013,7.48109110156524,,0.689738429882552,0.2667818776978,0.259266324600512,0.573111188866776,4.0278730375789,0,0.305933868633376,0.769021286654103,0.589365087651221,,,,,,,,,,,,,,
AZ,Mohave,4015,1.01274743061776,,0.0221405149760001,0.0210842673611655,0.0247254271720433,0.480382536791999,0.365657596751254,0,0.0153383140410136,0.0385556883679343,0.0448630851563478,,,,,,,,,,,,,,
AZ,Navajo,4017,2.54590477276199,,0.00612001231902513,0.14979968560858,0.0141712089003435,2.06794539154374,0.252463025984399,0,0.0128171190002989,0.0322181990056821,0.0103701303999194,,,,,,,,,,,,,,
AZ,Pima,4019,2.19587911695157,,0.0741047829655923,0.156466725785522,0.154825224265989,0.315217590333586,1.029196497879,0.124261575052081,0.0659230523776559,0.165709770157878,0.110173898134269,,,,,,,,,,,,,,
AZ,Pinal,4021,0.960425342663756,,0.00662763543263283,0.0162937766338579,0.0214696266254957,0.43027603942874,0.395439807572271,0,0.0130022831672502,0.0326836382011203,0.0446325356023883,,,,,,,,,,,,,,
AZ,Santa Cruz,4023,0.117142260647512,,0.0036178850468053,0.00438627217619633,0.00635758354045849,0.00056954872613184,0.0830746235707014,0,0.0037599418387232,0.00945130873132535,0.00592509701717013,,,,,,,,,,,,,,
AZ,Yavapai,4025,0.768230621455953,,0.0157465683289953,0.0183846104408703,0.0396726627688491,0.00147408164421271,0.363212370297565,0.137788548300841,0.0468029108178291,0.117647761458983,0.0275011073978079,,,,,,,,,,,,,,
AZ,Yuma,4027,0.478013700346774,,0.0136380870921475,0.0110476569817833,0.015857788328211,0.0513159392256778,0.236528993431213,0,0.0350873850583311,0.0881986256508298,0.0263392245785808,,,,,,,,,,,,,,
AR,Arkansas,5001,0.126096356144259,,0.00333089982765892,0.0355480635315102,0.00597969090342631,0,0.0327647850979391,0,0.00930133717073285,0.0233806289182676,0.0157909506947241,,,,,,,,,,,,,,
AR,Ashley,5003,0.151481968293021,,0.00212326342546087,0.0984556581392139,0.00638224895031689,0,0.0346597140193678,0,0.000466085118424422,0.0011715939633894,0.00822340467684781,,,,,,,,,,,,,,
AR,Baxter,5005,0.114066291356333,,0.0084173318085172,0.0253495484099158,0.0140250476259355,0,0.0431711063883488,0,0.00404979699085848,0.0101799115241113,0.00887354860864548,,,,,,,,,,,,,,
AR,Benton,5007,1.49017626781545,,0.0484458864912797,0.119225771767005,0.0589173015773983,0.963270942665725,0.193166633549924,0,0.0223292454221647,0.0561286774187662,0.02869180892319,,,,,,,,,,,,,,
AR,Boone,5009,0.103961456236472,,0.00987753494002551,0.022491844841797,0.0117043769139983,0,0.0497228956304956,0,0.0014865614978335,0.00373674873796778,0.00494149367435449,,,,,,,,,,,,,,
AR,Bradley,5011,0.0326853521419788,,0.0016720605633895,0.00588368584153654,0.00322919989025908,0,0.0172676674762486,0,0.0004728943684002,0.00118870986321904,0.00297113413892585,,,,,,,,,,,,,,
AR,Calhoun,5013,0.0276754980308677,,0.000377886729484066,0.0065565993854619,0.00173797411564949,0,0.0176072092151007,0,0,0,0.00139582858517159,,,,,,,,,,,,,,
AR,Carroll,5015,0.095173679904287,,0.00445067183345076,0.0313477914777286,0.00898581913737761,0,0.0362688451142398,0,0.00264858377603249,0.00665770448402036,0.00481426408143736,,,,,,,,,,,,,,
AR,Chicot,5017,0.0732634637390816,,0.00141300655687167,0.008117226847851,0.00359511290529345,0,0.0269496673228852,0,0.00665615801968175,0.0167314823841862,0.00980080970231235,,,,,,,,,,,,,,
AR,Clark,5019,0.137571395890266,,0.0034474320067654,0.0452661135963798,0.00596180814744152,0,0.0632936679754956,0,0.00416651035922702,0.0104732978712029,0.00496256593375341,,,,,,,,,,,,,,
AR,Clay,5021,0.0828471443983628,,0.00192552262434241,0.0208666613080195,0.00797928421093427,0,0.023265255454351,0,0.00517524337387838,0.0130089334710768,0.0106262439557604,,,,,,,,,,,,,,
AR,Cleburne,5023,0.0689607979625265,,0.00320641448676354,0.0149569030033742,0.00808094229214861,0,0.0293596430753088,0,0.00216547553266804,0.00544332077105551,0.00574809880120779,,,,,,,,,,,,,,
AR,Cleveland,5025,0.0222470236033761,,0.00029344885358876,0.00094729949295049,0.00205023266013379,0,0.0175020633673022,0,0,0,0.00145397922940088,,,,,,,,,,,,,,
AR,Columbia,5027,0.0869678174587601,,0.00319793007145259,0.0277114864353848,0.00678636408979885,0.00146404320918965,0.0391021534888815,0,0.00117412201157983,0.00295137319575392,0.00458034495671901,,,,,,,,,,,,,,
AR,Conway,5029,0.23453602114319,,0.00285758568154198,0.155547658859893,0.00495441156258255,0,0.0619500316895163,0,0.00118878423908759,0.00298822459538487,0.00504932451518392,,,,,,,,,,,,,,
AR,Craighead,5031,0.263238457863674,,0.0209117224126324,0.0700843771696772,0.028202076856995,0.000350469308439992,0.109212769507094,0,0.00439880468731391,0.0110572075904154,0.0190210303311065,,,,,,,,,,,,,,
AR,Crawford,5033,0.16723108183987,,0.00795241122257497,0.0381713887378175,0.0147302021846115,0,0.099917766095265,0,0,0,0.00645931359960114,,,,,,,,,,,,,,
AR,Crittenden,5035,0.191065414094036,,0.00817344955983675,0.0164604150426443,0.0139172696322359,0.00616521225851946,0.121602926823497,0,0.00275568023155769,0.00692691263135202,0.0150635479143925,,,,,,,,,,,,,,
AR,Cross,5037,0.0612152831489515,,0.00250433476532783,0.010906980400485,0.00573572163590214,0,0.0269979761770149,0,0.0012186368130957,0.00306326816964219,0.0107883651874837,,,,,,,,,,,,,,
AR,Dallas,5039,0.0297866893929413,,0.00119087445591337,0.00740457952287907,0.00230380856571785,0,0.0166326286843303,0,0.000075150171189973,0.000188903248127902,0.00199074474478288,,,,,,,,,,,,,,
AR,Desha,5041,0.115087737867075,,0.00179428950599815,0.063206641816865,0.00405083545713175,0,0.0231036924761824,0,0.00319720736995317,0.00803677342035879,0.0116982978205859,,,,,,,,,,,,,,
AR,Drew,5043,0.0661355712482599,,0.0037365693102257,0.0195548460736686,0.00529154198804365,0,0.0307802523764949,0,0.000563767437353295,0.00141713721095536,0.00479145685151841,,,,,,,,,,,,,,
AR,Faulkner,5045,0.250877899873383,,0.0175666805253231,0.0586156465074466,0.020062307739562,0,0.133540004586574,0,0.0017954839439221,0.00451328313027211,0.0147844934402836,,,,,,,,,,,,,,
AR,Franklin,5047,0.0972578716860923,,0.00159137744894557,0.0361860371235909,0.00490825450917299,0.00575425764743107,0.0432699061115208,0,0.00054935545425086,0.00138090973631448,0.0036177736548656,,,,,,,,,,,,,,
